64.2078 44.9642 
64.4682 44.7295 
65.8961 48.7968 
66.5072 47.2567 
65.8009 46.9094 
65.8388 46.6793 
64.9093 48.4739 
65.4269 48.8297 
64.9434 47.4462 
64.5615 46.7453 
65.0991 46.6123 
63.4162 44.7031 
64.4116 44.4348 
64.4216 43.6148 
64.9913 44.7846 
65.2891 44.5665 
65.3766 44.6521 
67.4441 46.6509 
67.3548 46.777 
67.5668 46.8579 
68.2219 46.2995 
67.8845 46.3455 
68.115 46.7207 
68.059 46.4572 
68.282 46.4384 
68.4913 46.7979 
69.9167 46.2975 
69.8103 46.2046 
71.0801 46.6954 
71.4453 46.4333 
69.4709 46.6359 
69.109 47.0151 
69.2878 46.8706 
68.807 46.7705 
68.2665 47.4589 
67.5098 43.8981 
66.8694 43.5379 
66.7672 43.4262 
66.7291 43.4971 
66.9131 43.2344 
66.6207 44.1133 
66.3768 44.3426 
65.3252 45.395 
65.7733 44.1616 
66.4108 43.5701 
66.0602 43.6807 
65.1927 45.4178 
64.9867 45.9445 
64.9207 45.4243 
64.6757 45.4469 
67.2371 46.0742 
67.4166 46.2346 
66.9291 45.6759 
67.1574 45.3963 
66.1308 44.4647 
65.7162 44.3722 
65.5383 44.5296 
65.8619 44.9163 
66.3968 43.9695 
66.0274 43.8191 
66.1219 43.6871 
65.9981 43.773 
66.4716 43.7597 
66.7717 44.0952 
64.7693 44.0705 
61.8823 42.7421 
59.3835 41.8747 
59.4463 42.7668 
57.8183 43.2256 
55.9714 42.5556 
56.7011 43.0568 
56.7714 43.593 
51.9165 42.3476 
51.6999 42.0561 
52.0488 42.2266 
53.8898 43.4057 
54.1605 43.5047 
55.7212 44.2892 
55.2856 45.613 
55.3724 46.7654 
54.7878 46.644 
54.624 46.0042 
54.4767 45.808 
54.2701 45.6089 
54.0643 45.1119 
51.0367 39.5662 
50.9928 40.3314 
50.5209 41.0716 
49.034 41.4981 
48.5578 42.3501 
48.4897 42.676 
48.3164 42.6653 
47.84 39.3796 
47.6004 40.6443 
47.5405 41.1167 
48.4626 41.2073 
48.7034 41.4282 
49.2008 41.5039 
49.1706 41.7949 
49.3772 42.3086 
48.8121 41.362 
50.402 43.2688 
50.5419 43.3943 
52.7688 43.8026 
52.8381 44.3087 
53.0973 43.7763 
53.2354 43.3221 
52.7604 44.4482 
52.5753 44.1003 
52.585 43.9428 
51.3385 39.1926 
52.4057 38.5575 
51.5708 38.2354 
52.3468 38.6078 
52.3833 39.2494 
51.997 39.1517 
52.4562 38.6946 
53.9702 39.889 
53.9305 40.5793 
55.5489 39.6033 
54.6207 39.4891 
54.5245 38.5151 
54.219 38.566 
52.9461 38.8812 
52.8914 40.5222 
56.1968 40.3397 
56.8127 40.4387 
56.4706 41.4566 
57.2373 40.4581 
56.6959 40.1457 
58.8302 39.5051 
58.9694 40.3256 
58.7476 39.3487 
58.3725 38.4273 
57.6352 38.2849 
57.0751 39.2299 
54.609 37.6914 
54.9723 37.3263 
57.4614 38.5491 
57.78 39.448 
54.7845 36.0505 
54.6591 36.7824 
54.3868 37.2105 
53.8887 37.4822 
53.8333 37.401 
51.3913 36.4152 
50.9647 36.9699 
50.8717 37.2492 
52.3954 38.2766 
52.1975 40.1605 
55.6114 39.581 
56.2203 40.3236 
55.732 40.0568 
56.8699 40.4477 
56.705 41.4322 
56.8536 42.2543 
57.2396 42.7741 
56.8592 40.6871 
56.7743 41.7391 
54.9976 39.8798 
54.4021 38.46 
54.3849 37.8737 
54.4164 38.2038 
55.5355 38.6908 
55.3209 37.8847 
56.0949 37.8956 
56.566 38.1261 
55.3059 39.3732 
54.0667 38.263 
54.246 38.5677 
53.5188 39.3807 
53.0211 39.3364 
54.2581 41.637 
54.0061 42.3584 
54.1286 42.4984 
55.0543 42.3508 
54.685 42.6818 
54.5542 42.6457 
54.4899 42.3132 
53.2812 42.0508 
51.9799 42.3634 
51.7694 42.6185 
52.2223 42.7111 
51.6589 43.2464 
51.2485 43.8542 
49.8163 44.5305 
50.8031 44.5288 
50.7273 44.3136 
51.0039 43.5844 
50.4727 49.7521 
51.3461 48.5367 
52.3334 46.9823 
51.6004 48.435 
50.9773 49.7189 
51.5577 50.5566 
52.4056 50.0608 
52.8216 48.9341 
53.4828 47.9601 
53.3001 48.9258 
54.194 49.8162 
54.6784 48.8473 
53.1742 48.3806 
52.8756 48.961 
53.8707 48.9519 
50.9137 48.7473 
50.7719 48.3914 
50.5577 48.4857 
51.3786 49.7273 
51.1422 49.8917 
51.875 50.6212 
51.8609 50.8789 
51.86 48.6025 
52.1199 50.0742 
52.3735 50.5184 
53.415 50.3316 
52.0554 49.1714 
52.0974 50.1127 
52.6555 50.5267 
53.3321 51.0639 
53.6141 51.4981 
53.3803 50.8515 
53.6879 51.3358 
53.7482 51.5946 
55.5641 52.9197 
55.4687 52.8423 
55.0159 52.4584 
55.6549 53.3806 
56.6227 54.9177 
57.3134 55.3001 
59.708 58.6167 
59.9819 58.499 
57.8541 56.2853 
60.8098 58.1942 
61.3419 58.5817 
61.6046 58.7716 
61.9197 58.6151 
64.4395 55.7076 
64.2785 54.5231 
64.3755 54.4543 
64.4492 54.2094 
65.1001 53.7226 
62.8055 52.776 
62.6082 53.6888 
63.6069 52.7537 
63.5279 52.5647 
63.8954 53.0623 
64.0644 53.9736 
64.3821 54.879 
63.9955 53.5222 
64.3005 54.5922 
65.0463 56.5496 
65.0778 58.0841 
65.2031 58.8694 
64.8307 59.3081 
64.6775 59.8614 
64.5769 60.2417 
64.4446 60.4706 
64.3416 60.4635 
64.4623 60.6466 
63.3796 60.2848 
64.0507 60.3506 
64.0816 60.1488 
57.9897 58.5494 
57.5524 59.061 
58.6712 58.4186 
57.7742 59.2802 
60.8552 60.3417 
59.1675 61.0034 
58.6313 61.358 
57.2113 60.4732 
56.7023 60.3696 
55.2855 60.5698 
55.7229 60.2771 
54.4507 59.9859 
55.3027 62.7902 
55.8566 61.7567 
56.572 62.2565 
55.4274 63.0986 
52.985 61.95 
53.0016 61.1191 
55.2575 61.3805 
54.693 62.3215 
55.6174 63.4959 
56.4242 64.3841 
57.7166 64.6298 
56.7011 64.0021 
57.0378 63.043 
57.1747 63.5102 
54.1328 65.3295 
54.0167 65.4601 
53.4508 65.0625 
53.3568 64.5943 
54.9355 63.9026 
55.0492 64.1385 
55.755 63.5354 
54.3189 65.7053 
53.6058 65.8898 
53.2147 65.4433 
52.4703 64.1331 
51.9087 64.0576 
52.4613 62.5104 
53.6103 63.2307 
54.3064 62.8181 
53.9602 62.8351 
53.5167 61.468 
52.785 61.8739 
53.8116 61.5811 
53.9124 60.6673 
54.383 59.8926 
55.0885 58.5267 
55.4268 57.1584 
55.1337 60.5414 
55.9673 60.2132 
55.9726 59.8791 
55.1166 60.3449 
54.9448 60.4962 
54.5214 60.1575 
54.1646 59.6691 
54.5185 61.4715 
55.0789 60.4348 
53.4035 62.4975 
55.0828 62.6495 
50.8694 61.6356 
48.54 63.0408 
50.77 60.2123 
50.5979 61.8192 
49.4392 62.3397 
49.7529 60.3019 
50.6016 60.4993 
49.1441 58.4201 
48.9836 58.3874 
48.6429 58.6189 
50.4909 56.2051 
51.561 56.0342 
51.4397 55.3095 
51.5257 56.6396 
50.7046 56.4027 
51.4384 57.5386 
48.7937 57.4377 
50.1115 58.1287 
50.6561 57.9897 
51.3069 57.2667 
52.5732 58.3909 
53.5831 58.5573 
51.0966 58.3237 
52.1723 59.3517 
52.6174 59.4486 
52.6357 59.4873 
52.7026 58.8981 
52.9769 58.5052 
53.1222 58.304 
54.2387 57.25 
54.2776 57.4339 
54.1241 57.1931 
53.5588 58.066 
54.2457 57.6134 
54.3968 57.5919 
54.5876 57.7301 
52.609 56.761 
53.5304 58.5754 
53.8282 58.2989 
54.5957 58.5248 
54.0286 58.3647 
52.8529 58.4703 
48.2814 56.0905 
48.4873 56.0649 
48.844 55.9671 
48.0551 55.8693 
48.4634 56.1509 
49.1665 59.3235 
48.6362 58.8589 
51.3617 61.5533 
51.6355 61.2639 
52.9689 61.764 
52.2071 61.4053 
53.257 60.8377 
53.1073 60.6321 
50.6195 61.6188 
53.3389 60.539 
53.988 59.9386 
57.5461 57.8212 
58.1035 58.3261 
58.5671 57.7306 
59.6924 58.0116 
60.0416 57.3728 
60.2987 56.4775 
58.2586 57.3655 
61.9897 58.377 
61.684 58.1462 
61.5803 59.4967 
61.8946 58.0422 
61.7785 58.025 
62.7586 57.8635 
62.9124 57.9594 
62.4312 58.486 
62.4063 58.1016 
62.8025 58.6486 
62.5418 58.6441 
63.3757 57.6526 
63.7918 58.3838 
63.6136 58.7072 
63.6074 58.9877 
63.8723 59.2814 
63.9542 59.443 
63.81 59.4715 
