59.9982 40.0016 
60.0628 39.2733 
58.9107 40.5112 
59.5696 40.5587 
59.753 40.4917 
61.9133 42.2865 
62.3342 40.8882 
64.3036 40.5612 
64.7995 42.2885 
64.8041 43.1114 
64.7327 43.351 
64.6634 40.2113 
64.2628 41.4665 
64.184 41.7024 
65.602 40.6099 
65.1952 41.1859 
65.2763 42.3492 
64.8709 43.6307 
64.942 43.5453 
62.763 44.1506 
62.7582 44.0019 
63.1621 44.5685 
63.0409 42.1232 
63.7602 42.4642 
63.7049 42.7491 
67.5999 41.3521 
66.9531 42.4054 
67.623 41.7716 
67.8857 42.0796 
67.1799 42.8526 
67.564 41.932 
66.0822 43.1153 
63.6218 46.0994 
62.5581 45.7488 
62.5786 48.2874 
64.2335 49.5292 
62.8625 47.4885 
62.5106 46.8949 
62.1996 46.5649 
63.7182 46.2658 
64.4904 49.6296 
64.2597 52.1771 
64.2844 51.6752 
63.2736 51.1242 
63.774 50.4802 
62.7701 50.3531 
65.1995 49.5748 
59.8742 48.0853 
59.7583 48.9908 
64.3597 49.3642 
63.8058 52.2522 
63.9194 51.2466 
63.699 49.5926 
62.9257 47.8702 
59.8745 50.8598 
61.5588 48.6368 
59.6361 51.5015 
59.6317 51.327 
61.0193 50.4976 
59.2884 49.66 
59.2308 49.8712 
59.0916 49.5298 
58.8128 51.382 
59.1293 52.0131 
60.0998 51.2199 
60.1457 50.7569 
60.1347 50.6243 
59.9263 50.0421 
60.9595 51.7219 
59.8612 51.6186 
59.5461 51.2471 
58.5936 50.7779 
58.6561 49.5289 
58.9065 48.7131 
60.1378 48.0397 
60.3823 46.897 
61.3323 45.3861 
61.6328 45.1005 
61.4081 45.004 
61.9087 44.9845 
64.4586 46.2036 
64.2265 45.4705 
63.7925 44.8768 
64.4128 44.1986 
65.0029 45.7507 
64.8431 45.5911 
64.0672 44.3092 
64.1023 44.3456 
64.2062 44.5439 
64.6184 44.4075 
64.1095 45.1655 
64.9323 46.4202 
64.5613 46.1404 
64.1625 44.8403 
64.127 44.8377 
64.0908 45.0719 
