0 0 191
1 0 195
2 0 197
3 0 194
4 0 192
5 0 196
6 0 207
7 0 216
8 0 215
9 0 215
10 0 215
11 0 212
12 0 201
13 0 190
14 0 187
15 0 192
16 0 193
17 0 197
18 0 193
19 0 192
20 0 194
21 0 182
22 0 173
23 0 179
24 0 198
25 0 192
26 0 194
27 0 208
28 0 217
29 0 211
30 0 200
31 0 194
32 0 197
33 0 194
34 0 200
35 0 213
36 0 216
37 0 212
38 0 218
39 0 231
40 0 237
41 0 235
42 0 227
43 0 219
44 0 221
45 0 232
46 0 235
47 0 231
48 0 232
49 0 236
50 0 234
51 0 224
52 0 216
53 0 215
54 0 217
55 0 217
56 0 233
57 0 238
58 0 254
59 0 241
60 0 236
61 0 246
62 0 241
63 0 249
64 0 237
65 0 231
66 0 222
67 0 213
68 0 211
69 0 214
70 0 215
71 0 214
72 0 211
73 0 214
74 0 216
75 0 215
76 0 216
77 0 214
78 0 204
79 0 192
80 0 197
81 0 192
82 0 190
83 0 190
84 0 183
85 0 172
86 0 169
87 0 173
88 0 172
89 0 173
90 0 176
91 0 180
92 0 181
93 0 175
94 0 164
95 0 155
96 0 152
97 0 153
98 0 153
99 0 152
100 0 153
101 0 155
102 0 154
103 0 150
104 0 154
105 0 151
106 0 152
107 0 155
108 0 149
109 0 137
110 0 132
111 0 135
112 0 136
113 0 135
114 0 131
115 0 128
0 1 193
1 1 194
2 1 195
3 1 193
4 1 192
5 1 195
6 1 201
7 1 207
8 1 214
9 1 215
10 1 217
11 1 215
12 1 203
13 1 189
14 1 183
15 1 184
16 1 194
17 1 198
18 1 193
19 1 191
20 1 192
21 1 180
22 1 171
23 1 178
24 1 195
25 1 194
26 1 202
27 1 214
28 1 217
29 1 208
30 1 197
31 1 193
32 1 197
33 1 193
34 1 198
35 1 210
36 1 215
37 1 214
38 1 223
39 1 237
40 1 237
41 1 231
42 1 220
43 1 212
44 1 218
45 1 232
46 1 238
47 1 236
48 1 233
49 1 235
50 1 231
51 1 222
52 1 215
53 1 215
54 1 217
55 1 216
56 1 234
57 1 240
58 1 255
59 1 250
60 1 245
61 1 254
62 1 247
63 1 253
64 1 239
65 1 235
66 1 227
67 1 219
68 1 215
69 1 214
70 1 214
71 1 213
72 1 213
73 1 214
74 1 214
75 1 213
76 1 214
77 1 215
78 1 207
79 1 197
80 1 198
81 1 194
82 1 193
83 1 193
84 1 187
85 1 176
86 1 172
87 1 175
88 1 172
89 1 172
90 1 173
91 1 173
92 1 172
93 1 167
94 1 161
95 1 156
96 1 153
97 1 156
98 1 156
99 1 153
100 1 151
101 1 152
102 1 155
103 1 156
104 1 160
105 1 157
106 1 157
107 1 157
108 1 150
109 1 137
110 1 132
111 1 134
112 1 133
113 1 133
114 1 132
115 1 132
0 2 194
1 2 195
2 2 194
3 2 191
4 2 189
5 2 190
6 2 194
7 2 198
8 2 206
9 2 208
10 2 212
11 2 212
12 2 201
13 2 186
14 2 178
15 2 177
16 2 194
