122.165 22.1955 1.48694 2.35698 


121.112 23.2461 1.48626 2.38491 


120.032 24.2664 1.48593 2.414 


118.922 25.2547 1.48572 2.37594 


117.851 26.2843 1.48479 2.35451 


116.803 27.336 1.48596 2.43316 


115.674 28.3028 1.48656 2.44656 


114.533 29.2548 1.48712 2.48602 


113.354 30.1614 1.48592 2.49128 


112.171 31.061 1.48659 2.51662 


110.966 31.9308 1.48607 2.50595 


109.77 32.8131 1.48523 2.4767 


108.601 33.7294 1.48453 2.44803 


107.459 34.6785 1.48538 2.4601 


106.306 35.6142 1.48485 2.50765 


105.109 36.4937 1.48396 2.47124 


103.947 37.4156 1.48568 2.47036 


102.783 38.3396 1.48336 2.4417 


101.649 39.2951 1.48546 2.42258 


100.531 40.2735 1.48533 2.40441 


99.4312 41.2719 1.4858 2.38926 


98.3464 42.2873 1.48462 2.31903 


97.3364 43.3753 1.48379 2.36324 


96.2798 44.4171 1.4836 2.41737 


95.1686 45.4001 1.48333 2.43049 


94.0447 46.3682 1.48474 2.44968 


92.9014 47.3155 1.48383 2.46006 


91.7491 48.2503 1.48298 2.43542 


90.6207 49.2126 1.48337 2.43338 


89.4941 50.1775 1.48235 2.41837 


88.3828 51.1585 1.48131 2.46267 


87.23 52.0887 1.48168 2.48581 


86.0556 52.9922 1.48021 2.51473 


84.8569 53.8605 1.48163 2.52943 


83.6443 54.7119 1.48018 2.53665 


82.4268 55.5537 1.47799 2.55973 


81.192 56.366 1.4767 2.53269 


79.9807 57.2106 1.47723 2.54914 


78.7552 58.0355 1.47612 2.51724 


77.5576 58.8984 1.47532 2.55627 


76.3279 59.7135 1.47455 2.54894 


75.1048 60.5371 1.4759 2.51885 


73.9059 61.3979 1.47619 2.54042 


72.6886 62.2329 1.47565 2.55886 


71.4565 63.0449 1.47526 2.56333 


70.221 63.8513 1.47694 2.53561 


69.0071 64.6925 1.47703 2.52168 


67.8049 65.5506 1.47435 2.52536 


66.6017 66.4027 1.47469 2.50418 


65.4166 67.2803 1.47473 2.49862 


64.2364 68.1645 1.47425 2.5244 


63.0341 69.0178 1.47418 2.52472 


61.8316 69.8705 1.47479 2.51467 


60.6373 70.7357 1.4741 2.55809 


59.4071 71.5479 1.47494 2.59936 


58.1437 72.309 1.47453 2.61574 


56.8684 73.0492 1.47443 2.57202 


55.6267 73.8443 1.47476 2.575 


54.3824 74.6359 1.47501 2.63302 


53.0941 75.3541 1.47547 2.60604 


51.8252 76.1071 1.4743 2.58145 


50.5762 76.8904 1.47363 2.5898 


49.3213 77.6629 1.47429 2.59797 


48.0595 78.4254 1.4731 2.66021 


46.7538 79 1.47326 -2.62373 


45.4737 78.2707 1.4722 -2.63494 


44.1865 77.5563 1.47291 -2.57403 


42.9445 76.7645 1.47288 -2.59811 


41.6839 76.0029 1.47272 -2.61159 


40.4132 75.2583 1.4723 -2.64989 


39.1153 74.5632 1.47073 -2.65877 


37.8127 73.8804 1.47084 -2.61929 


36.538 73.1466 1.47262 -2.63058 


35.2535 72.4264 1.47409 -2.67415 


33.9375 71.7622 1.47427 -2.63706 


32.6469 71.0495 1.47301 -2.62332 


31.3674 70.3198 1.47241 -2.58815 


30.1147 69.5459 1.47267 -2.54564 


28.8959 68.7193 1.47209 -2.53581 


27.6858 67.8811 1.46983 -2.53775 


26.4759 67.0465 1.46835 -2.54583 


25.2605 66.2225 1.4695 -2.50509 


24.0788 65.3491 1.47019 -2.50986 


22.8923 64.4809 1.46953 -2.53937 


21.6813 63.6484 1.47119 -2.53593 


20.4718 62.8108 1.47022 -2.57408 


19.2321 62.0205 1.47117 -2.56797 


17.9964 61.2222 1.4709 -2.60261 


16.734 60.4672 1.4716 -2.59065 


15.4802 59.6968 1.47202 -2.55387 


14.2551 58.8807 1.47262 -2.5656 


13.0201 58.0786 1.47179 -2.48559 


11.8538 57.1808 1.47161 -2.50074 


10.6742 56.301 1.47165 -2.49924 


9.49585 55.4194 1.47173 -2.53035 


8.29059 54.5748 1.47304 -2.50725 


7.10411 53.7018 1.47142 -2.50268 


5.92294 52.8243 1.47051 -2.48763 


4.75583 51.9298 1.47109 -2.48998 


3.58616 51.0376 1.47238 -2.45804 


2.44457 50.1077 1.47329 -2.43 


1.32881 49.1456 1.473 -2.48923 


0.158295 48.2514 1.47215 -2.49486 


0 47.3643 1.47248 5.62696 


1.16665 46.4659 1.46962 5.60306 


2.30927 45.5416 1.47084 5.59504 


3.44539 44.6075 1.47068 5.61745 


4.60202 43.6992 1.47109 5.65625 


5.79336 42.8361 1.47122 5.6553 


6.98397 41.9719 1.47275 5.64012 


8.16255 41.0887 1.47272 5.63462 


9.33623 40.1991 1.47231 5.61462 


10.4916 39.2865 1.47291 5.60688 


11.6403 38.3646 1.47398 5.64187 


12.8214 37.4828 1.47419 5.67668 


14.0327 36.6425 1.47516 5.69754 


15.262 35.8271 1.47431 5.67816 


16.4746 34.9886 1.4767 5.74645 


17.7436 34.2335 1.47702 5.68743 


18.9662 33.4047 1.47826 5.62419 


